Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Campaign,Reactions,Comments,Shares,Ow.ly Clicks
2018-01-04 21:50:00,Eyewatch - Greater Shepparton Police Service Area,349554451900294_727905620731840,https://www.facebook.com/eyewatchgreatershepparton/posts/727905620731840,Photo,"Have you been at a Nagambie Lakeside Caravan Park recently?  Nagambie police have charged three youths with numerous offences after they had a very busy time in the early hours of Wednesday 27th December, allegedly stealing property from numerous unlocked cars of holiday makers staying in the park.    Sunglasses, money, gift cards, (probably part of some people's Christmas presents), and an IPhone were amongst the property stolen.  Most of the located stolen property has been returned to their owners, but police still have property they have been unable to locate the owners of.  If you were at the Nagambie Lakeside Caravan Park just after Christmas and are having trouble finding some of your property, contact Leading Senior Constable Dave Duff at Nagambie Police on 5794 2526.  He may be able to help you out.  Always remember, thieves dont take holidays, these three, all aged 16,  were holidaying in the park as well.  Just because you are on holidays, doesn't mean that the usual message of Remove It, Lock It, or Lose It, does not still apply.",,,56,68,94,
2018-01-04 23:30:00,Eyewatch - Whittlesea Police Service Area,283867745385161_390655408039727,https://www.facebook.com/eyewatchwhittlesea/posts/390655408039727,Photo,"Operation Firesetter  Police across Whittlesea will once again be conducting high visibility patrols this bushfire season to help prevent bushfires.   High visibility bushfire arson prevention and detection operations will see dedicated patrols deployed to bushfire arson prone areas this fire season and conduct targeted investigations into buchfire persons of interest until the end of April.  Whilst police will be actively patrolling, the public can play a big part in keeping our community safe. We urge the public to come forward if they see or hear of anyone who just doesn't seem right or is acting suspiciously, and immediately report any suspicious behaviour to police by calling Triple Zero (000).   Alternatively, Crime Stoppers can be called confidentially on 1800 333 000.",,,7,4,2,
2018-01-04 23:34:50,Eyewatch - Knox Police Service Area,597550253628752_1769214263129006,https://www.facebook.com/eyewatchknox/posts/1769214263129006,Photo,"With extreme heat conditions forecast for tomorrow additional police members will be patrolling, however you can do your part to help by notifying police of any suspicious activity. If you notice anything suspicious or see someone lighting a fire, please call 000 - do not use this media outlet. Take as much detail as possible & relay that to the operator. If you see something or know something about bushfire arson or reckless fires, say something.",,,5,0,1,
2018-01-05 00:11:13,Eyewatch - Melton Police Service Area,1248280898517925_1775957709083572,https://www.facebook.com/eyewatchmelton/posts/1775957709083572,Photo,"Staff and members of the Melton Police Station and Management of the Woodgrove Shopping Centre would like to invite you to the next Melton Coffee with a Cop event. Woodgrove Shopping Centre on Thursday January 11 2018. between 10.00am & 12.00am. Kindly hosted by Sandrock Café ( opposite Kmart)  Come along , share a coffee with your local police members and chat about anything that concerns you. Community Safety, Family Violence, Careers and Recruiting. Everyone is welcome. See you all there",,,47,12,8,
2018-01-05 00:26:05,Eyewatch - Greater Shepparton Police Service Area,349554451900294_728248544030881,https://www.facebook.com/eyewatchgreatershepparton/posts/728248544030881,Link,TOTAL FIRE BAN DAY SATURDAY. STATEWIDE.  Starts from midnight tonight.    http://www.cfa.vic.gov.au/warnings-restrictions/total-fire-bans-and-ratings/,,,4,0,2,
2018-01-05 00:32:33,Eyewatch - Knox Police Service Area,597550253628752_1769253259791773,https://www.facebook.com/eyewatchknox/posts/1769253259791773,Photo,(Post with no description),,,27,4,10,
2018-01-05 00:32:35,Eyewatch - Whittlesea Police Service Area,283867745385161_390710071367594,https://www.facebook.com/eyewatchwhittlesea/posts/390710071367594,Photo,(Post with no description),,,0,0,0,
2018-01-05 00:33:19,Eyewatch - Whittlesea Police Service Area,283867745385161_390710184700916,https://www.facebook.com/eyewatchwhittlesea/posts/390710184700916,Link,(Post with no description),,,26,8,0,
2018-01-05 01:03:45,Eyewatch - Melton Police Service Area,1248280898517925_1775991142413562,https://www.facebook.com/eyewatchmelton/posts/1775991142413562,Photo,Police are very keen to speak to Mathew JURJEVIC who has 4 outstanding arrest warrants. He is known to frequest the Western Suburbs of Melbourne as well as Essendon. If you know the whereabouts of Mathew please contact Crime Stoppers Ph 1800 333 000 or Sgt ARNOLD or First Constable CAHIR at Caroline Springs Police ph 93614700.,,,15,0,45,
2018-01-05 01:08:37,Eyewatch - Whittlesea Police Service Area,283867745385161_390716124700322,https://www.facebook.com/eyewatchwhittlesea/posts/390716124700322,Link,(Post with no description),,,4,0,1,
2018-01-05 01:58:09,Eyewatch - Cardinia Police Service Area,1755954881336663_1932411887024294,https://www.facebook.com/eyewatchcardinia/posts/1932411887024294,Video,(Post with no description),,,29,5,1,
2018-01-05 01:58:30,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1557043111053915,https://www.facebook.com/eyewatchgreaterdandenong/posts/1557043111053915,Video,(Post with no description),,,15,3,0,
2018-01-05 02:00:32,Eyewatch - Knox Police Service Area,597550253628752_1769311566452609,https://www.facebook.com/eyewatchknox/posts/1769311566452609,Link,"Police would like to speak to anyone who is aware of the identity of the victim, the driver or recognise the car involved, which is believed to be a white Toyota Corolla or similar with no registration plates.",,,4,3,6,
2018-01-05 03:06:45,Eyewatch - Cardinia Police Service Area,1755954881336663_1932435080355308,https://www.facebook.com/eyewatchcardinia/posts/1932435080355308,Video,(Post with no description),,,23,0,0,
2018-01-05 03:06:59,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1557096257715267,https://www.facebook.com/eyewatchgreaterdandenong/posts/1557096257715267,Video,(Post with no description),,,21,2,2,
2018-01-05 03:19:48,Eyewatch - Ballarat Police Service Area,103131960018479_595865424078461,https://www.facebook.com/eyewatchballarat/posts/595865424078461,Link,By now you would be aware tomorrow is going to be HOT HOT HOT!! Please see the attached 'Survive the heat'...how to cope and stay safe in extreme heat.  Stay safe out there tomorrow - The Ballarat Eyewatch Team.,,,6,0,1,
2018-01-05 03:30:43,Eyewatch - Frankston Police Service Area,132629380243848_901593260014119,https://www.facebook.com/eyewatchfrankston/posts/901593260014119,Photo,"DO YOU KNOW THIS MAN?  Local police are appealing for information following an incident in the car park of a Seaford shopping centre on Thursday 4 January 2018. At around 10.25PM, an unknown male opened the driver’s side door of a parked car and told the passenger to get out. The passenger took the car keys from the centre console and ran inside the shopping centre to alert the driver. The unknown male fled.  Police have released an image of man who they believe will be able to assist them with their enquiries.   Anyone who recognises the man or who has any information is urged to contact the Frankston Police Station on 9784 5590 or Crimestoppers on 1800 333 000 or via www.crimestoppersvic.com.au.",,,10,0,53,
2018-01-05 03:42:01,Eyewatch - Geelong Police Service Area,118579511604215_1351249825003838,https://www.facebook.com/eyewatchgeelong/posts/1351249825003838,Photo,(Post with no description),,,6,0,3,
2018-01-05 03:43:35,Eyewatch - Cardinia Police Service Area,1755954881336663_1932443837021099,https://www.facebook.com/eyewatchcardinia/posts/1932443837021099,Photo,(Post with no description),,,5,0,1,
2018-01-05 03:44:20,Eyewatch - Frankston Police Service Area,132629380243848_901597736680338,https://www.facebook.com/eyewatchfrankston/posts/901597736680338,Photo,(Post with no description),,,6,0,1,
2018-01-05 03:44:31,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1557122551045971,https://www.facebook.com/eyewatchgreaterdandenong/posts/1557122551045971,Photo,(Post with no description),,,2,0,0,
2018-01-05 03:45:53,Eyewatch - Brimbank Police Service Area,288990074502333_1607290049338989,https://www.facebook.com/eyewatchbrimbank/posts/1607290049338989,Photo,(Post with no description),,,4,0,0,
2018-01-05 03:46:36,Eyewatch - Greater Shepparton Police Service Area,349554451900294_728297310692671,https://www.facebook.com/eyewatchgreatershepparton/posts/728297310692671,Photo,(Post with no description),,,3,0,0,
2018-01-05 03:46:49,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1506536056134584,https://www.facebook.com/eyewatchhobsonsbay/posts/1506536056134584,Photo,(Post with no description),,,4,0,0,
2018-01-05 03:47:20,Eyewatch - Knox Police Service Area,597550253628752_1769384153112017,https://www.facebook.com/eyewatchknox/posts/1769384153112017,Photo,(Post with no description),,,3,0,1,
2018-01-05 03:50:23,Eyewatch - Melton Police Service Area,1248280898517925_1776112949068048,https://www.facebook.com/eyewatchmelton/posts/1776112949068048,Photo,(Post with no description),,,1,0,0,
2018-01-05 03:57:27,Eyewatch - Whittlesea Police Service Area,283867745385161_390754764696458,https://www.facebook.com/eyewatchwhittlesea/posts/390754764696458,Photo,(Post with no description),,,2,0,0,
2018-01-05 03:57:50,Eyewatch - Wyndham Police Service Area,134404370080550_787750991412548,https://www.facebook.com/eyewatchwyndham/posts/787750991412548,Photo,(Post with no description),,,7,1,3,
2018-01-05 04:14:49,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1557138864377673,https://www.facebook.com/eyewatchgreaterdandenong/videos/1557138864377673/,Video,"If you haven't already heard about Operation Firesetter, now is a better time than any with hot weather forecast across the state tomorrow.  Operation Firesetter is a targeted operation to prevent and detect bushfire arson and we want all members of the community to report dangerous or suspicious behaviour relating to bushfire arson activity.",,,13,3,15,
2018-01-05 04:17:30,Eyewatch - Cardinia Police Service Area,1755954881336663_1932450527020430,https://www.facebook.com/eyewatchcardinia/posts/1932450527020430,Video,The hot weather is coming our way so it's time to talk and think Fire Safety 👍👮‍♂️👮‍♀️🔥,,,8,0,1,
2018-01-05 04:44:07,Eyewatch - Wyndham Police Service Area,134404370080550_787768934744087,https://www.facebook.com/eyewatchwyndham/posts/787768934744087,Photo,"PARK IS BEING USED FOR INTENDED PURPOSE  Over the last week, we have been stepping up patrols and enforcement in the Ecoville Park area of Tarneit, which no doubt you are aware has come under some considerable media attention.  Our crews were pleased to see the park being used for its intended purpose today.  Tennis and basketball is back in action.",,,216,62,7,
2018-01-05 04:49:12,Eyewatch - Wyndham Police Service Area,134404370080550_787773158076998,https://www.facebook.com/eyewatchwyndham/posts/787773158076998,Link,(Post with no description),,,63,32,0,
2018-01-05 04:50:22,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1506586882796168,https://www.facebook.com/eyewatchhobsonsbay/posts/1506586882796168,Link,(Post with no description),,,8,0,1,
2018-01-05 04:51:50,Eyewatch - Melton Police Service Area,1248280898517925_1776164542396222,https://www.facebook.com/eyewatchmelton/posts/1776164542396222,Link,(Post with no description),,,27,30,0,
2018-01-05 04:52:04,Eyewatch - Brimbank Police Service Area,288990074502333_1607337309334263,https://www.facebook.com/eyewatchbrimbank/posts/1607337309334263,Link,(Post with no description),,,11,4,0,
2018-01-05 05:09:00,Eyewatch - Knox Police Service Area,597550253628752_1769393063111126,https://www.facebook.com/eyewatchknox/posts/1769393063111126,Photo,"Can you help? Rowville Police are hoping to identify a man following assaults in Lysterfield.   The assaults occurred at the 7eleven store, 510 Napoleon Road, Lysterfield at 1:15 AM on 10 December 2017.  The male is described as Caucasian, approximately 20-25, 175 cm tall, thin build, brown collar length hair, wearing a white t-shirt, light blue shorts and red thongs. Investigators have released images of a man they believe may be able to assist with their investigation.  Any information to Senior Constable Phil PEACE at Rowville Police Station 97640996 or anonymously to Crime Stoppers on 1800 333 000",,,22,8,66,
